Dis1	Dis2	Dis1_icd9	Dis2_icd9	Dis1_discat	Dis2_discat	Dis1_catcolor	Dis2_catcolor	Corr_Dis1	Corr_Dis2	Distance	pvalue	adj_pvalue	in_epidem	in_epidem_dd_dm	is_metric	is_ultrametric	id	icd_pairs	in_phi	in_epidem_total
Huntington's disease 	Adenomatous polyps 2	333	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Huntington's disease	Adenomatous polyps	0.116027788330547	2.10242207851367e-19	6.72840612188396e-19	TRUE	TRUE	FALSE	FALSE	84	211 _ 333	TRUE	TRUE
Cardiomyopathy 	Adenomatous polyps 1	425	211	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	Cardiomyopathy	Adenomatous polyps	-0.340670571911763	6.55774790311832e-43	3.3897750176505e-42	FALSE	FALSE	TRUE	TRUE	85	211 _ 425	FALSE	FALSE
Glioblastoma 	Adenomatous polyps 1	191	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Glioblastoma	Adenomatous polyps	0.118333871665514	2.25839036792098e-30	9.37292875742944e-30	FALSE	FALSE	FALSE	FALSE	86	191 _ 211	FALSE	TRUE
Human immunodeficiency virus infection 1	Adenomatous polyps 1	42	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Human immunodeficiency virus infection	Adenomatous polyps	-0.0627261538547288	0.00964133033682672	0.0141299116108306	FALSE	FALSE	TRUE	FALSE	87	42 _ 211	FALSE	FALSE
Adenomatous polyps 	Adenomatous polyps 2	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Adenomatous polyps	Adenomatous polyps	0.981307608909133	0	0	FALSE	FALSE	TRUE	TRUE	88	211 _ 211	FALSE	FALSE
Papillary thyroid cancer 1	Adenomatous polyps 2	193	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Papillary thyroid cancer	Adenomatous polyps	0.0531914192311872	4.4613349158603e-05	7.89465931526608e-05	FALSE	FALSE	FALSE	FALSE	89	193 _ 211	FALSE	FALSE
Bipolar disorder 4	Adenomatous polyps 2	296	211	mental disorders	neoplasms	#805462	#FFB6AD	Bipolar disorder	Adenomatous polyps	0.125033982938292	9.28538691130924e-15	2.56221765173627e-14	TRUE	FALSE	FALSE	FALSE	90	211 _ 296	TRUE	TRUE
Idiopathic pulmonary fibrosis 	Adenomatous polyps 	516	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Idiopathic pulmonary fibrosis	Adenomatous polyps	0.118994954937482	1.45562415363055e-23	5.17172723519502e-23	TRUE	TRUE	FALSE	FALSE	91	211 _ 516	TRUE	TRUE
Lymphocytic colitis 1	Adenomatous polyps 2	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Adenomatous polyps	0.100686560871221	4.63036899806442e-10	1.0695084439932e-09	TRUE	FALSE	FALSE	FALSE	92	211 _ 558	TRUE	TRUE
Hyperplastic polyps 	Adenomatous polyps 2	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Hyperplastic polyps	Adenomatous polyps	0.406968953811383	1.9136160230561e-269	5.30899148018132e-268	FALSE	FALSE	FALSE	FALSE	93	211 _ 211	FALSE	FALSE
Amyotrophic lateral sclerosis 1	Adenomatous polyps 1	335	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Amyotrophic lateral sclerosis	Adenomatous polyps	-0.171734823499295	1.33409530189005e-12	3.40376676236157e-12	FALSE	FALSE	TRUE	FALSE	94	211 _ 335	FALSE	FALSE
Amyotrophic lateral sclerosis 	Adenomatous polyps 2	335	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Amyotrophic lateral sclerosis	Adenomatous polyps	-0.449146612381365	8.02178488655816e-189	1.66631275265807e-187	FALSE	FALSE	TRUE	TRUE	95	211 _ 335	FALSE	FALSE
Idiopathic pulmonary fibrosis 2	Adenomatous polyps 1	516	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Idiopathic pulmonary fibrosis	Adenomatous polyps	0.120656249958074	1.81122718715336e-27	7.04919320421961e-27	TRUE	FALSE	FALSE	FALSE	96	211 _ 516	TRUE	TRUE
Chronic obstructive pulmonary disease 	Adenomatous polyps 2	496	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Chronic obstructive pulmonary disease	Adenomatous polyps	-0.515309957454856	0	0	FALSE	FALSE	TRUE	TRUE	97	211 _ 496	FALSE	FALSE
Post-traumatic stress disorder 	Adenomatous polyps 1	309	211	mental disorders	neoplasms	#805462	#FFB6AD	Post-traumatic stress disorder	Adenomatous polyps	0.241451553210367	4.1143059385585e-20	1.34074128442232e-19	TRUE	TRUE	FALSE	FALSE	98	211 _ 309	TRUE	TRUE
Huntington's disease 1	Adenomatous polyps 1	333	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Huntington's disease	Adenomatous polyps	0.123571704675688	4.78215425703662e-23	1.67348227665276e-22	TRUE	FALSE	FALSE	FALSE	99	211 _ 333	TRUE	TRUE
Coeliac disease 2	Adenomatous polyps 1	579	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Coeliac disease	Adenomatous polyps	0.181832164624201	3.07579537263223e-17	9.18488421820212e-17	TRUE	FALSE	FALSE	FALSE	100	211 _ 579	TRUE	TRUE
Autism 1	Adenomatous polyps 2	299	211	mental disorders	neoplasms	#805462	#FFB6AD	Autism	Adenomatous polyps	0.267585111129441	1.17664956786081e-63	8.02545369707055e-63	FALSE	FALSE	FALSE	FALSE	101	211 _ 299	TRUE	TRUE
Lymphocytic colitis 2	Adenomatous polyps 2	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Adenomatous polyps	0.0881717549423295	4.82365413596072e-08	1.01482103581151e-07	TRUE	FALSE	FALSE	FALSE	102	211 _ 558	TRUE	TRUE
Amyotrophic lateral sclerosis 	Adenomatous polyps 	335	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Amyotrophic lateral sclerosis	Adenomatous polyps	-0.399200779588465	2.65633381337516e-32	1.14208446468255e-31	FALSE	FALSE	TRUE	FALSE	103	211 _ 335	FALSE	FALSE
Familial dysautonomia 	Adenomatous polyps 2	742	211	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	Familial dysautonomia	Adenomatous polyps	0.310556729576332	1.65996174193605e-105	1.84543400154948e-104	TRUE	TRUE	TRUE	FALSE	104	211 _ 742	TRUE	TRUE
Ulcerative colitis 	Adenomatous polyps 2	556	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Ulcerative colitis	Adenomatous polyps	-0.115394115526071	3.05367272856823e-28	1.21456702197299e-27	FALSE	FALSE	TRUE	FALSE	105	211 _ 556	FALSE	FALSE
Parkinson's disease 	Adenomatous polyps 1	332	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Parkinson's disease	Adenomatous polyps	0.0868504436563796	1.25170540277305e-10	2.95940636302464e-10	FALSE	FALSE	FALSE	FALSE	106	211 _ 332	FALSE	FALSE
Ulcerative colitis 1	Adenomatous polyps 2	556	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Ulcerative colitis	Adenomatous polyps	-0.0883611428944289	1.22713639500637e-16	3.59644685074673e-16	FALSE	FALSE	TRUE	FALSE	107	211 _ 556	FALSE	FALSE
Asthma 2	Adenomatous polyps 1	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Adenomatous polyps	-0.193645799501916	1.30785057380603e-18	4.09509490801796e-18	FALSE	FALSE	TRUE	TRUE	108	211 _ 493	FALSE	FALSE
Chronic lymphocytic leukemia 2	Adenomatous polyps 2	204	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Chronic lymphocytic leukemia	Adenomatous polyps	-0.0416845399427847	0.00400284875003	0.00609105508373929	FALSE	FALSE	TRUE	FALSE	109	204 _ 211	FALSE	FALSE
Facioscapulohumeral muscular dystrophy 2	Adenomatous polyps 1	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Adenomatous polyps	0.225312621925574	1.18700376024652e-17	3.60224496642439e-17	TRUE	FALSE	FALSE	FALSE	110	211 _ 359	TRUE	TRUE
Lung cancer 	Adenomatous polyps 2	162	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Lung cancer	Adenomatous polyps	0.103444997589198	1.84756737785191e-23	6.55293261168438e-23	FALSE	FALSE	FALSE	FALSE	111	162 _ 211	FALSE	FALSE
Chronic lymphocytic leukemia 	Adenomatous polyps 2	204	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Chronic lymphocytic leukemia	Adenomatous polyps	-0.0877886202221206	2.55074321312393e-09	5.70443988730221e-09	FALSE	FALSE	TRUE	FALSE	112	204 _ 211	FALSE	FALSE
Multiple sclerosis 	Adenomatous polyps 2	340	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Multiple sclerosis	Adenomatous polyps	0.0365956639896969	0.01984409585458	0.0281158928843704	FALSE	FALSE	FALSE	FALSE	113	211 _ 340	FALSE	FALSE
Post-traumatic stress disorder 	Adenomatous polyps 2	309	211	mental disorders	neoplasms	#805462	#FFB6AD	Post-traumatic stress disorder	Adenomatous polyps	0.332304388913029	5.69123248596673e-99	5.94106794594391e-98	TRUE	TRUE	FALSE	FALSE	114	211 _ 309	TRUE	TRUE
Human immunodeficiency virus infection 	Adenomatous polyps 2	42	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Human immunodeficiency virus infection	Adenomatous polyps	-0.0634587061987164	8.81052109722972e-05	0.000153158338802816	FALSE	FALSE	TRUE	FALSE	115	42 _ 211	FALSE	FALSE
Amyotrophic lateral sclerosis 1	Adenomatous polyps 2	335	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Amyotrophic lateral sclerosis	Adenomatous polyps	-0.410737127006542	8.96498614124657e-164	1.61212699690329e-162	FALSE	FALSE	TRUE	TRUE	116	211 _ 335	FALSE	FALSE
Coeliac disease 	Adenomatous polyps 	579	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Coeliac disease	Adenomatous polyps	0.219949518536578	2.68265363038949e-10	6.25850898089731e-10	TRUE	TRUE	FALSE	FALSE	117	211 _ 579	TRUE	TRUE
Prostate cancer 	Adenomatous polyps 1	185	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Prostate cancer	Adenomatous polyps	0.323666819639062	1.1291187217252e-35	5.13796986117878e-35	FALSE	FALSE	FALSE	FALSE	118	185 _ 211	FALSE	TRUE
Facioscapulohumeral muscular dystrophy 3	Adenomatous polyps 2	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Adenomatous polyps	0.251893029730912	2.88857499225218e-56	1.77640872464116e-55	TRUE	FALSE	FALSE	FALSE	119	211 _ 359	TRUE	TRUE
Lymphocytic colitis 1	Adenomatous polyps 1	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Adenomatous polyps	0.208132566209916	3.1044571278167e-15	8.69699861279192e-15	TRUE	FALSE	FALSE	FALSE	120	211 _ 558	TRUE	TRUE
Bipolar disorder 	Adenomatous polyps 	296	211	mental disorders	neoplasms	#805462	#FFB6AD	Bipolar disorder	Adenomatous polyps	0.228099398432121	5.51344670933695e-11	1.3212964312376e-10	TRUE	TRUE	FALSE	FALSE	121	211 _ 296	TRUE	TRUE
Borrelia burgdorferi infection 2	Adenomatous polyps 2	88	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Borrelia burgdorferi infection	Adenomatous polyps	-0.0339218547631217	0.00195617597799975	0.00306099792898893	FALSE	FALSE	TRUE	FALSE	122	88 _ 211	FALSE	FALSE
Ischemia 	Adenomatous polyps 1	414	211	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	Ischemia	Adenomatous polyps	0.123117477323759	3.57007662895741e-06	6.79694032697022e-06	TRUE	TRUE	FALSE	FALSE	123	211 _ 414	TRUE	TRUE
Idiopathic pulmonary fibrosis 1	Adenomatous polyps 1	516	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Idiopathic pulmonary fibrosis	Adenomatous polyps	0.150655916610473	1.86497155359574e-44	9.85530656250207e-44	TRUE	FALSE	TRUE	FALSE	124	211 _ 516	TRUE	TRUE
Ulcer 	Adenomatous polyps 1	569	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Ulcer	Adenomatous polyps	0.127227200881229	4.63283633810175e-22	1.57775167300905e-21	TRUE	TRUE	TRUE	FALSE	125	211 _ 569	TRUE	TRUE
Idiopathic pulmonary fibrosis 2	Adenomatous polyps 2	516	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Idiopathic pulmonary fibrosis	Adenomatous polyps	0.0612502068001661	2.58718001806554e-09	5.78382639973345e-09	TRUE	FALSE	FALSE	FALSE	126	211 _ 516	TRUE	TRUE
Familial pulmonary arterial hypertension 	Adenomatous polyps 2	416	211	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	Familial pulmonary arterial hypertension	Adenomatous polyps	0.0533201325131084	0.000988587190381527	0.0015808668065844	TRUE	TRUE	TRUE	FALSE	127	211 _ 416	TRUE	TRUE
Lymphocytic colitis 3	Adenomatous polyps 2	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Adenomatous polyps	0.228254600916499	2.9632642193096e-46	1.60446103971234e-45	TRUE	FALSE	FALSE	FALSE	128	211 _ 558	TRUE	TRUE
Asthma 5	Adenomatous polyps 1	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Adenomatous polyps	-0.0481345205041335	0.00207035853135401	0.0032355590445596	FALSE	FALSE	TRUE	FALSE	129	211 _ 493	FALSE	FALSE
Bipolar disorder 	Adenomatous polyps 2	296	211	mental disorders	neoplasms	#805462	#FFB6AD	Bipolar disorder	Adenomatous polyps	0.0516475591865047	0.00142128034128065	0.0022442419233297	TRUE	TRUE	FALSE	FALSE	130	211 _ 296	TRUE	TRUE
Friedreich's ataxia 	Adenomatous polyps 1	334	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Friedreich's ataxia	Adenomatous polyps	-0.300250058938536	8.94153075725916e-79	7.3183904231175e-78	FALSE	FALSE	TRUE	FALSE	131	211 _ 334	FALSE	FALSE
Rheumatoid arthritis 	Adenomatous polyps 2	714	211	diseases of the musculoskeletal system and connective tissue	neoplasms	#969A52	#FFB6AD	Rheumatoid arthritis	Adenomatous polyps	-0.230887355056264	2.57534361208024e-47	1.41747464761414e-46	FALSE	FALSE	TRUE	FALSE	132	211 _ 714	FALSE	FALSE
Ischemia 	Adenomatous polyps 2	414	211	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	Ischemia	Adenomatous polyps	0.0457849789437189	0.00468213444099931	0.00708184332566669	TRUE	TRUE	FALSE	FALSE	133	211 _ 414	TRUE	TRUE
Coeliac disease 	Adenomatous polyps 2	579	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Coeliac disease	Adenomatous polyps	0.284629882507882	5.50523654553457e-72	4.17570836009205e-71	TRUE	TRUE	TRUE	FALSE	134	211 _ 579	TRUE	TRUE
Breast cancer 	Adenomatous polyps 2	174	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Breast cancer	Adenomatous polyps	0.27748497008992	4.3527367389905e-175	8.39076856821362e-174	FALSE	FALSE	FALSE	FALSE	135	174 _ 211	FALSE	TRUE
Down syndrome 	Adenomatous polyps 2	758	211	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	Down syndrome	Adenomatous polyps	-0.0830352732220105	2.66079025550464e-07	5.37834170779557e-07	FALSE	FALSE	TRUE	FALSE	136	211 _ 758	FALSE	FALSE
Borrelia burgdorferi infection 	Adenomatous polyps 1	88	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Borrelia burgdorferi infection	Adenomatous polyps	-0.0476901100260067	0.000339971584453345	0.00056530372263719	FALSE	FALSE	TRUE	FALSE	137	88 _ 211	FALSE	FALSE
Amyotrophic lateral sclerosis 2	Adenomatous polyps 2	335	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Amyotrophic lateral sclerosis	Adenomatous polyps	-0.316014849605018	3.09038974965707e-90	2.91258002572883e-89	FALSE	FALSE	TRUE	FALSE	138	211 _ 335	FALSE	FALSE
Asthma 3	Adenomatous polyps 1	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Adenomatous polyps	-0.132542469207285	9.45361133794077e-19	2.97216907760986e-18	FALSE	FALSE	TRUE	FALSE	139	211 _ 493	FALSE	FALSE
Lymphocytic colitis 	Adenomatous polyps 	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Adenomatous polyps	0.152593637905172	1.33894069994349e-05	2.45359588543647e-05	TRUE	TRUE	FALSE	FALSE	140	211 _ 558	TRUE	TRUE
Asthma 4	Adenomatous polyps 1	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Adenomatous polyps	-0.152485038691234	2.84420617725645e-14	7.71864544865497e-14	FALSE	FALSE	TRUE	FALSE	141	211 _ 493	FALSE	FALSE
Coeliac disease 	Adenomatous polyps 1	579	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Coeliac disease	Adenomatous polyps	0.162835243779467	8.06882276627034e-10	1.84640087005235e-09	TRUE	TRUE	FALSE	FALSE	142	211 _ 579	TRUE	TRUE
Ulcerative colitis 1	Adenomatous polyps 1	556	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Ulcerative colitis	Adenomatous polyps	0.111427793679397	9.41536151916995e-22	3.18622041739383e-21	TRUE	FALSE	TRUE	FALSE	143	211 _ 556	TRUE	TRUE
Facioscapulohumeral muscular dystrophy 	Adenomatous polyps 	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Adenomatous polyps	0.0832175929033661	0.0180562731752332	0.0257218888600118	TRUE	TRUE	FALSE	FALSE	144	211 _ 359	TRUE	TRUE
Kaposi's sarcoma 2	Adenomatous polyps 1	176	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Kaposi's sarcoma	Adenomatous polyps	0.122360513781362	1.26367105078158e-17	3.82924969336471e-17	TRUE	FALSE	TRUE	FALSE	145	176 _ 211	TRUE	TRUE
Crohn's disease 	Adenomatous polyps 2	555	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Crohn's disease	Adenomatous polyps	-0.123171157058206	8.86472318895824e-36	4.03830104443741e-35	FALSE	FALSE	TRUE	FALSE	146	211 _ 555	FALSE	FALSE
Systemic lupus erythematosus 	Adenomatous polyps 1	710	211	diseases of the musculoskeletal system and connective tissue	neoplasms	#969A52	#FFB6AD	Systemic lupus erythematosus	Adenomatous polyps	-0.101887841214369	0.000128275969609148	0.000220346310646421	FALSE	FALSE	TRUE	FALSE	147	211 _ 710	FALSE	FALSE
Ulcerative colitis 	Adenomatous polyps 1	556	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Ulcerative colitis	Adenomatous polyps	0.0898241374770272	1.99375459036513e-15	5.63023132602423e-15	TRUE	TRUE	FALSE	FALSE	148	211 _ 556	TRUE	TRUE
Lymphocytic colitis 2	Adenomatous polyps 1	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Adenomatous polyps	0.217112585391847	1.54924439796448e-16	4.52432254483796e-16	TRUE	FALSE	FALSE	FALSE	149	211 _ 558	TRUE	TRUE
Chronic lymphocytic leukemia 	Adenomatous polyps 1	204	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Chronic lymphocytic leukemia	Adenomatous polyps	-0.103930400204625	4.66694230130057e-07	9.30517890375857e-07	FALSE	FALSE	TRUE	FALSE	150	204 _ 211	FALSE	FALSE
Muscular dystrophy 	Adenomatous polyps 2	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Muscular dystrophy	Adenomatous polyps	0.0547987828483674	0.000711182962471738	0.00115216771111825	TRUE	TRUE	FALSE	FALSE	151	211 _ 359	TRUE	TRUE
Kaposi's sarcoma 	Adenomatous polyps 1	176	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Kaposi's sarcoma	Adenomatous polyps	0.0748404199850429	6.92567635227837e-05	0.000121300272013884	TRUE	TRUE	FALSE	FALSE	152	176 _ 211	TRUE	TRUE
Crohn's disease 1	Adenomatous polyps 2	555	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Crohn's disease	Adenomatous polyps	-0.238447340843197	2.54838730630051e-143	3.94359734158413e-142	FALSE	FALSE	TRUE	FALSE	153	211 _ 555	FALSE	FALSE
Asthma 2	Adenomatous polyps 2	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Adenomatous polyps	-0.0924940714059947	8.7491282906049e-10	1.99836384727742e-09	FALSE	FALSE	TRUE	FALSE	154	211 _ 493	FALSE	FALSE
Facioscapulohumeral muscular dystrophy 	Adenomatous polyps 1	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Adenomatous polyps	0.0951071420108352	0.000353726743768754	0.000586987205946856	TRUE	TRUE	FALSE	FALSE	155	211 _ 359	TRUE	TRUE
Muscular dystrophy 	Adenomatous polyps 1	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Muscular dystrophy	Adenomatous polyps	0.171603514260491	9.21823375280944e-11	2.1925121329814e-10	TRUE	TRUE	FALSE	FALSE	156	211 _ 359	TRUE	TRUE
Breast cancer 	Adenomatous polyps 1	174	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Breast cancer	Adenomatous polyps	0.131162056264475	2.87240656383678e-36	1.32122121184994e-35	FALSE	FALSE	FALSE	FALSE	157	174 _ 211	FALSE	TRUE
Huntington's disease 	Adenomatous polyps 	333	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Huntington's disease	Adenomatous polyps	0.110122966438805	5.19923829595761e-11	1.24696684831787e-10	TRUE	TRUE	FALSE	FALSE	158	211 _ 333	TRUE	TRUE
Papillary thyroid cancer 2	Adenomatous polyps 1	193	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Papillary thyroid cancer	Adenomatous polyps	-0.0388935166166828	0.0351815858799495	0.0481839865320455	FALSE	FALSE	TRUE	FALSE	159	193 _ 211	FALSE	FALSE
Alagille syndrome 	Adenomatous polyps 2	759	211	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	Alagille syndrome	Adenomatous polyps	-0.0389689932324021	0.0161088208438716	0.0230623495066027	FALSE	FALSE	TRUE	FALSE	160	211 _ 759	FALSE	FALSE
Adenomatous polyps 1	Adenomatous polyps 2	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Adenomatous polyps	Adenomatous polyps	0.916925871586642	0	0	FALSE	FALSE	FALSE	FALSE	161	211 _ 211	FALSE	FALSE
Papillary thyroid cancer 	Adenomatous polyps 	193	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Papillary thyroid cancer	Adenomatous polyps	0.0479982842468031	0.0225870275393079	0.0317792124762072	FALSE	FALSE	FALSE	FALSE	162	193 _ 211	FALSE	FALSE
Crohn's disease 	Alagille syndrome 1	555	759	diseases of the digestive system	congenital anomalies	#FBAF5F	#AEC6CC	Crohn's disease	Alagille syndrome	-0.0232789465534368	0.0308672847926654	0.0426546123037977	FALSE	FALSE	TRUE	FALSE	163	555 _ 759	FALSE	FALSE
Papillary thyroid cancer 1	Alagille syndrome 1	193	759	neoplasms	congenital anomalies	#FFB6AD	#AEC6CC	Papillary thyroid cancer	Alagille syndrome	0.129664547554824	3.18502958636782e-11	7.70033257014305e-11	TRUE	FALSE	FALSE	FALSE	164	193 _ 759	TRUE	TRUE
Chronic obstructive pulmonary disease 	Alagille syndrome 2	496	759	diseases of the respiratory system	congenital anomalies	#00619C	#AEC6CC	Chronic obstructive pulmonary disease	Alagille syndrome	-0.291911691367418	2.25766189018131e-155	3.78881187510264e-154	FALSE	FALSE	FALSE	FALSE	165	496 _ 759	FALSE	FALSE
Liver cancer 	Alagille syndrome 1	155	759	neoplasms	congenital anomalies	#FFB6AD	#AEC6CC	Liver cancer	Alagille syndrome	0.311601885659411	6.09307996763955e-154	1.01151696821272e-152	TRUE	TRUE	FALSE	FALSE	166	155 _ 759	TRUE	TRUE
Parkinson's disease 	Alagille syndrome 2	332	759	diseases of the nervous system and sense organs	congenital anomalies	#985396	#AEC6CC	Parkinson's disease	Alagille syndrome	0.141355154386245	1.49821814555733e-21	5.03960980802162e-21	FALSE	FALSE	FALSE	FALSE	167	332 _ 759	FALSE	FALSE
Chronic lymphocytic leukemia 1	Alagille syndrome 1	204	759	neoplasms	congenital anomalies	#FFB6AD	#AEC6CC	Chronic lymphocytic leukemia	Alagille syndrome	0.276326978791055	6.58303147823304e-23	2.29456088706493e-22	TRUE	FALSE	FALSE	FALSE	168	204 _ 759	TRUE	TRUE
Adenomatous polyps 1	Alagille syndrome 1	211	759	neoplasms	congenital anomalies	#FFB6AD	#AEC6CC	Adenomatous polyps	Alagille syndrome	-0.180664211595426	7.97018910301857e-12	1.97459351108171e-11	FALSE	FALSE	TRUE	FALSE	169	211 _ 759	FALSE	FALSE
Chronic lymphocytic leukemia 1	Alagille syndrome 2	204	759	neoplasms	congenital anomalies	#FFB6AD	#AEC6CC	Chronic lymphocytic leukemia	Alagille syndrome	0.340199543076587	1.35454269595945e-34	6.06516064297656e-34	TRUE	FALSE	TRUE	TRUE	170	204 _ 759	TRUE	TRUE
Alagille syndrome 	Alagille syndrome 1	759	759	congenital anomalies	congenital anomalies	#AEC6CC	#AEC6CC	Alagille syndrome	Alagille syndrome	1	1.40426542205437e-24	5.11767499078867e-24	FALSE	FALSE	TRUE	TRUE	171	759 _ 759	FALSE	FALSE
Down syndrome 1	Alagille syndrome 1	758	759	congenital anomalies	congenital anomalies	#AEC6CC	#AEC6CC	Down syndrome	Alagille syndrome	0.27520834081675	0.0231224213240042	0.0324842593372586	FALSE	FALSE	TRUE	FALSE	172	758 _ 759	FALSE	FALSE
Crohn's disease 2	Alagille syndrome 2	555	759	diseases of the digestive system	congenital anomalies	#FBAF5F	#AEC6CC	Crohn's disease	Alagille syndrome	-0.076789000370087	3.54549431638276e-13	9.24891973511284e-13	FALSE	FALSE	TRUE	FALSE	173	555 _ 759	FALSE	FALSE
Amyotrophic lateral sclerosis 1	Alagille syndrome 2	335	759	diseases of the nervous system and sense organs	congenital anomalies	#985396	#AEC6CC	Amyotrophic lateral sclerosis	Alagille syndrome	-0.395166938644886	7.04343464979623e-13	1.81546407232036e-12	FALSE	FALSE	TRUE	FALSE	174	335 _ 759	FALSE	FALSE
Ulcerative colitis 2	Alagille syndrome 1	556	759	diseases of the digestive system	congenital anomalies	#FBAF5F	#AEC6CC	Ulcerative colitis	Alagille syndrome	-0.0686934914716525	5.0478528396093e-11	1.21207507365122e-10	FALSE	FALSE	TRUE	FALSE	175	556 _ 759	FALSE	FALSE
Amyotrophic lateral sclerosis 2	Alagille syndrome 1	335	759	diseases of the nervous system and sense organs	congenital anomalies	#985396	#AEC6CC	Amyotrophic lateral sclerosis	Alagille syndrome	-0.258918982625759	0.0357975198570976	0.048951359857874	FALSE	FALSE	TRUE	FALSE	176	335 _ 759	FALSE	FALSE
