Dis1	Dis2	Dis1_icd9	Dis2_icd9	Dis1_discat	Dis2_discat	Dis1_catcolor	Dis2_catcolor	Distance	pvalue	adj_pvalue	in_epidem	is_metric	is_ultrametric	id	icd_pairs	in_phi	in_epidem_total
Liver cancer	Lung cancer	155	162	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.400285123176519	0	0	TRUE	TRUE	TRUE	454	155 _ 162	TRUE	TRUE
Amyotrophic lateral sclerosis	Lung cancer	335	162	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	-0.163352888141838	2.82127795625482e-45	1.85822518020994e-44	FALSE	TRUE	FALSE	455	162 _ 335	FALSE	FALSE
Systemic lupus erythematosus	Lung cancer	710	162	diseases of the musculoskeletal system and connective tissue	neoplasms	#969A52	#FFB6AD	0.0611934143030592	1.44406943095559e-07	3.0047620463589e-07	FALSE	TRUE	FALSE	456	162 _ 710	FALSE	FALSE
Crohn's disease	Lung cancer	555	162	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	-0.211529524631639	1.401665663192e-117	2.40756690383567e-116	FALSE	TRUE	TRUE	457	162 _ 555	FALSE	FALSE
Colorectal cancer	Lung cancer	153	162	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.141231135623644	8.15103527879982e-36	4.35384567331015e-35	FALSE	TRUE	FALSE	458	153 _ 162	FALSE	TRUE
Facioscapulohumeral muscular dystrophy	Lung cancer	359	162	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	0.129686016224047	4.96617219024664e-29	2.25407608220521e-28	TRUE	TRUE	FALSE	459	162 _ 359	TRUE	TRUE
Ulcer	Lung cancer	569	162	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	-0.0332373025316053	0.00101278956987863	0.00161309756947942	FALSE	TRUE	FALSE	460	162 _ 569	FALSE	FALSE
Rheumatoid arthritis	Lung cancer	714	162	diseases of the musculoskeletal system and connective tissue	neoplasms	#969A52	#FFB6AD	-0.0890070222938841	1.89387933119839e-14	5.62385862416878e-14	FALSE	TRUE	FALSE	461	162 _ 714	FALSE	FALSE
Down syndrome	Lung cancer	758	162	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	-0.133682676767153	7.96157272181166e-31	3.83205368368517e-30	FALSE	TRUE	FALSE	462	162 _ 758	FALSE	FALSE
Keratoconus	Lung cancer	371	162	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	-0.0243373740833775	0.036618167940041	0.0489516703286159	FALSE	TRUE	FALSE	463	162 _ 371	FALSE	FALSE
Glioblastoma	Lung cancer	191	162	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.100111225291185	1.57595828984002e-27	6.7016478733003e-27	TRUE	TRUE	FALSE	464	162 _ 191	TRUE	TRUE
Lymphocytic colitis	Lung cancer	558	162	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.169190731593181	1.73303985897825e-48	1.23426253371134e-47	FALSE	TRUE	FALSE	465	162 _ 558	FALSE	TRUE
Familial dysautonomia	Lung cancer	742	162	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	0.14919155758726	4.18801079790235e-41	2.5301361785948e-40	FALSE	TRUE	FALSE	466	162 _ 742	FALSE	FALSE
Coeliac disease	Lung cancer	579	162	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.0573104127505453	8.4400510739634e-07	1.67652715210702e-06	FALSE	TRUE	FALSE	467	162 _ 579	FALSE	FALSE
Alagille syndrome	Lung cancer	759	162	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	0.124083557972096	1.0675503940567e-26	4.47451744111803e-26	TRUE	TRUE	FALSE	468	162 _ 759	TRUE	TRUE
Breast cancer	Lung cancer	174	162	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.444720797347085	0	0	FALSE	TRUE	TRUE	469	162 _ 174	FALSE	TRUE
Eosinophilic esophagitis	Lung cancer	530	162	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.0489015338673908	1.33895062733583e-06	2.62986715144886e-06	TRUE	TRUE	FALSE	470	162 _ 530	TRUE	TRUE
Prostate cancer	Lung cancer	185	162	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.13846999479568	6.72482410421761e-33	3.44499761128341e-32	FALSE	TRUE	FALSE	471	162 _ 185	FALSE	FALSE
Eosinophilic esophagitis	Lymphocytic colitis	530	558	diseases of the digestive system	diseases of the digestive system	#FBAF5F	#FBAF5F	0.272546286496449	1.74573590958914e-86	1.93577804658238e-85	TRUE	TRUE	TRUE	472	530 _ 558	TRUE	TRUE
Parkinson's disease	Lymphocytic colitis	332	558	diseases of the nervous system and sense organs	diseases of the digestive system	#985396	#FBAF5F	-0.0792032235938021	1.03096778801646e-07	2.20275068854248e-07	FALSE	TRUE	FALSE	473	332 _ 558	FALSE	FALSE
Ulcer	Lymphocytic colitis	569	558	diseases of the digestive system	diseases of the digestive system	#FBAF5F	#FBAF5F	0.171157412767055	7.7010977739914e-33	3.89951540463379e-32	TRUE	TRUE	FALSE	474	558 _ 569	TRUE	TRUE
Down syndrome	Multiple sclerosis	758	340	congenital anomalies	diseases of the nervous system and sense organs	#AEC6CC	#985396	0.198847401545461	0.000330386571934265	0.000545044514151443	FALSE	TRUE	TRUE	475	340 _ 758	FALSE	FALSE
Parkinson's disease	Multiple sclerosis	332	340	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	0.371894714446629	3.21203488902091e-155	7.81595156328421e-154	FALSE	TRUE	FALSE	476	332 _ 340	FALSE	FALSE
Ulcer	Multiple sclerosis	569	340	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	0.181072650886139	4.83515289316247e-38	2.73264124800666e-37	TRUE	TRUE	FALSE	477	340 _ 569	TRUE	TRUE
Chronic obstructive pulmonary disease	Multiple sclerosis	496	340	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	-0.0299667297171827	0.00698913161700121	0.0102382596931322	FALSE	TRUE	FALSE	478	340 _ 496	FALSE	FALSE
Ulcer	Muscular dystrophy	569	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	-0.0666923922047975	3.80723011255768e-06	7.37861411194806e-06	FALSE	TRUE	FALSE	479	359 _ 569	FALSE	FALSE
Eosinophilic esophagitis	Muscular dystrophy	530	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	-0.0416454582756614	0.00311748597478057	0.00474942211114396	FALSE	TRUE	FALSE	480	359 _ 530	FALSE	FALSE
Ischemia	Myotonic dystrophy	414	359	diseases of the circulatory system	diseases of the nervous system and sense organs	#DD3232	#985396	1	0	0	TRUE	TRUE	TRUE	481	359 _ 414	TRUE	TRUE
Eosinophilic esophagitis	Myotonic dystrophy	530	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	-0.0585534619318573	3.21370168761017e-05	5.67581185150506e-05	FALSE	TRUE	FALSE	482	359 _ 530	FALSE	FALSE
Crohn's disease	Myotonic dystrophy	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	-0.15434373383469	5.36359447441455e-47	3.64225485239314e-46	FALSE	TRUE	FALSE	483	359 _ 555	FALSE	FALSE
Sessile serrated polyps	Myotonic dystrophy	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	0.139329066340329	2.23994575539263e-13	6.26898556461324e-13	TRUE	FALSE	FALSE	484	211 _ 359	TRUE	TRUE
Papillary thyroid cancer	Myotonic dystrophy	193	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	0.154616093854806	1.48885622387537e-09	3.54412514161636e-09	FALSE	TRUE	FALSE	485	193 _ 359	TRUE	TRUE
Cardiomyopathy	Myotonic dystrophy	425	359	diseases of the circulatory system	diseases of the nervous system and sense organs	#DD3232	#985396	-0.364291613271776	1.62786658637046e-05	2.96468010324433e-05	FALSE	TRUE	FALSE	486	359 _ 425	FALSE	FALSE
Colorectal cancer	Myotonic dystrophy	153	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	0.103821664680106	0.00266722361935103	0.00410630560729614	FALSE	FALSE	FALSE	487	153 _ 359	FALSE	TRUE
Chronic obstructive pulmonary disease	Myotonic dystrophy	496	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	-0.434571630438537	0	0	FALSE	TRUE	TRUE	488	359 _ 496	FALSE	FALSE
Glioblastoma	Myotonic dystrophy	191	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	0.13889883329995	9.90376512989759e-39	5.74549553231145e-38	TRUE	TRUE	FALSE	489	191 _ 359	TRUE	TRUE
Liver cancer	Myotonic dystrophy	155	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	0.0332765464386754	0.00592015687473354	0.00871606289456569	FALSE	TRUE	FALSE	490	155 _ 359	TRUE	TRUE
Lung cancer	Myotonic dystrophy	162	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	0.0890443218514849	1.84696370244103e-14	5.50319797053859e-14	TRUE	TRUE	FALSE	491	162 _ 359	TRUE	TRUE
Hyperplastic polyps	Myotonic dystrophy	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	0.403242761639288	2.28276923575026e-167	6.24908078286635e-166	TRUE	TRUE	TRUE	492	211 _ 359	TRUE	TRUE
Breast cancer	Myotonic dystrophy	174	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	0.187581837855427	4.13378841783023e-68	3.93608549349922e-67	FALSE	TRUE	FALSE	493	174 _ 359	FALSE	FALSE
Borrelia burgdorferi infection	Myotonic dystrophy	88	359	infectious and parasitic diseases	diseases of the nervous system and sense organs	#A1CE5E	#985396	-0.209505870889754	1.84591439343209e-47	1.26329766300508e-46	FALSE	TRUE	TRUE	494	88 _ 359	FALSE	FALSE
Smoker	Myotonic dystrophy	305	359	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	0.202011150225385	3.68445188211844e-07	7.50599964822268e-07	TRUE	TRUE	FALSE	495	305 _ 359	TRUE	TRUE
Idiopathic pulmonary fibrosis	Myotonic dystrophy	516	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	0.0631830318711356	3.29848253735419e-07	6.73536294340856e-07	TRUE	FALSE	FALSE	496	359 _ 516	TRUE	TRUE
Ulcer	Myotonic dystrophy	569	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	0.0730579506680962	4.10792243179923e-07	8.32995382003733e-07	TRUE	FALSE	FALSE	497	359 _ 569	TRUE	TRUE
Asthma	Myotonic dystrophy	493	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	0.173448099160363	8.34143730493251e-10	2.00744480195628e-09	TRUE	TRUE	FALSE	498	359 _ 493	TRUE	TRUE
Parkinson's disease	Myotonic dystrophy	332	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	0.369774520172355	6.80938771594556e-146	1.49125590979208e-144	TRUE	TRUE	TRUE	499	332 _ 359	TRUE	TRUE
Adenomatous polyps	Myotonic dystrophy	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	0.650488754212217	2.93163973426908e-98	3.89108546548441e-97	TRUE	TRUE	TRUE	500	211 _ 359	TRUE	TRUE
Chronic lymphocytic leukemia	Myotonic dystrophy	204	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	0.0701177694165124	0.0246347470924035	0.0337715781736236	TRUE	TRUE	FALSE	501	204 _ 359	TRUE	TRUE
Ulcer	Parkinson's disease	569	332	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	0.153619129361724	3.687984172428e-43	2.32422599643664e-42	TRUE	TRUE	FALSE	502	332 _ 569	TRUE	TRUE
Bipolar disorder	Parkinson's disease	296	332	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	0.366456946414597	3.96151289959589e-143	8.46411048791707e-142	TRUE	TRUE	FALSE	503	296 _ 332	TRUE	TRUE
Ulcer	Post-traumatic stress disorder	569	309	diseases of the digestive system	mental disorders	#FBAF5F	#805462	-0.1661222721695	5.22666464632368e-31	2.54364346121086e-30	FALSE	TRUE	TRUE	504	309 _ 569	FALSE	FALSE
Parkinson's disease	Post-traumatic stress disorder	332	309	diseases of the nervous system and sense organs	mental disorders	#985396	#805462	-0.0832654775098995	2.20589510843256e-08	4.90447744920539e-08	FALSE	TRUE	FALSE	505	309 _ 332	FALSE	FALSE
Chronic lymphocytic leukemia	Post-traumatic stress disorder	204	309	neoplasms	mental disorders	#FFB6AD	#805462	0.165608753546	9.41474079505774e-08	2.0214002295271e-07	FALSE	TRUE	FALSE	506	204 _ 309	TRUE	TRUE
Eosinophilic esophagitis	Post-traumatic stress disorder	530	309	diseases of the digestive system	mental disorders	#FBAF5F	#805462	0.178842216110588	1.82664595566685e-37	1.01274801086339e-36	TRUE	TRUE	FALSE	507	309 _ 530	TRUE	TRUE
Crohn's disease	Post-traumatic stress disorder	555	309	diseases of the digestive system	mental disorders	#FBAF5F	#805462	-0.104602709736988	2.34205611915919e-22	8.76769726659594e-22	FALSE	TRUE	FALSE	508	309 _ 555	FALSE	FALSE
Hyperplastic polyps	Post-traumatic stress disorder	211	309	neoplasms	mental disorders	#FFB6AD	#805462	-0.0951667727539704	4.28107825482896e-10	1.0534338627051e-09	FALSE	TRUE	FALSE	509	211 _ 309	FALSE	FALSE
Adenomatous polyps	Post-traumatic stress disorder	211	309	neoplasms	mental disorders	#FFB6AD	#805462	0.352555940728838	4.97571168045868e-25	2.00862830971512e-24	TRUE	TRUE	TRUE	510	211 _ 309	TRUE	TRUE
Chronic obstructive pulmonary disease	Post-traumatic stress disorder	496	309	diseases of the respiratory system	mental disorders	#00619C	#805462	-0.256487922684799	3.71080693490472e-119	6.50133374995306e-118	FALSE	TRUE	TRUE	511	309 _ 496	FALSE	FALSE
Crohn's disease	Prostate cancer	555	185	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	-0.0982825570042528	6.53177495352221e-20	2.31653233169452e-19	FALSE	TRUE	FALSE	512	185 _ 555	FALSE	FALSE
Smoker	Prostate cancer	305	185	mental disorders	neoplasms	#805462	#FFB6AD	-0.18255283201145	4.51920776037339e-06	8.66263894548597e-06	FALSE	TRUE	TRUE	513	185 _ 305	FALSE	FALSE
Colorectal cancer	Prostate cancer	153	185	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.133175937663065	0.00011350734051341	0.000194203965409663	FALSE	TRUE	FALSE	514	153 _ 185	FALSE	TRUE
Chronic obstructive pulmonary disease	Prostate cancer	496	185	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	-0.137755597357257	7.54567990982257e-35	3.9819371090389e-34	FALSE	TRUE	FALSE	515	185 _ 496	FALSE	FALSE
Papillary thyroid cancer	Prostate cancer	193	185	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.12846063850003	5.34690695505737e-07	1.0742868102363e-06	FALSE	TRUE	FALSE	516	185 _ 193	FALSE	TRUE
Eosinophilic esophagitis	Prostate cancer	530	185	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	-0.0854698804362545	1.24015491384527e-09	2.97637179322864e-09	FALSE	TRUE	FALSE	517	185 _ 530	FALSE	FALSE
Parkinson's disease	Prostate cancer	332	185	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	0.119864775396815	7.06245946666278e-16	2.20167775544363e-15	FALSE	TRUE	FALSE	518	185 _ 332	FALSE	FALSE
Hyperplastic polyps	Prostate cancer	211	185	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.239894220233502	3.57665810577559e-57	2.77270132801718e-56	FALSE	TRUE	FALSE	519	185 _ 211	FALSE	TRUE
Adenomatous polyps	Prostate cancer	211	185	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.369712230008195	1.53254898439418e-27	6.54884346502098e-27	FALSE	TRUE	TRUE	520	185 _ 211	FALSE	TRUE
Parkinson's disease	Rheumatoid arthritis	332	714	diseases of the nervous system and sense organs	diseases of the musculoskeletal system and connective tissue	#985396	#969A52	-0.361697091197414	3.21977859790661e-139	6.41028648128679e-138	FALSE	TRUE	TRUE	521	332 _ 714	FALSE	FALSE
Breast cancer	Rheumatoid arthritis	174	714	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	-0.124016733264239	1.8303704230032e-30	8.71415483995004e-30	FALSE	TRUE	FALSE	522	174 _ 714	FALSE	FALSE
Liver cancer	Rheumatoid arthritis	155	714	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	-0.0776567136029437	1.27090823041405e-10	3.19918278690433e-10	FALSE	TRUE	FALSE	523	155 _ 714	FALSE	FALSE
Sessile serrated polyps	Rheumatoid arthritis	211	714	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	-0.165832121117248	2.1977692917254e-18	7.46219340911416e-18	FALSE	TRUE	FALSE	524	211 _ 714	FALSE	FALSE
Hyperplastic polyps	Rheumatoid arthritis	211	714	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	-0.319455869050983	2.63788955951014e-102	3.78818238382112e-101	FALSE	TRUE	TRUE	525	211 _ 714	FALSE	FALSE
Ulcer	Rheumatoid arthritis	569	714	diseases of the digestive system	diseases of the musculoskeletal system and connective tissue	#FBAF5F	#969A52	-0.0317022364634234	0.0281634920901914	0.0384286901417564	FALSE	TRUE	FALSE	526	569 _ 714	FALSE	FALSE
Asthma	Rheumatoid arthritis	493	714	diseases of the respiratory system	diseases of the musculoskeletal system and connective tissue	#00619C	#969A52	-0.157919711757303	2.38604030871502e-08	5.29157293780849e-08	FALSE	TRUE	FALSE	527	493 _ 714	FALSE	FALSE
Chronic lymphocytic leukemia	Rheumatoid arthritis	204	714	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	-0.21105293955973	8.34781536866875e-12	2.19600188076692e-11	FALSE	TRUE	TRUE	528	204 _ 714	FALSE	FALSE
Eosinophilic esophagitis	Rheumatoid arthritis	530	714	diseases of the digestive system	diseases of the musculoskeletal system and connective tissue	#FBAF5F	#969A52	0.114658284196245	3.30592864572328e-16	1.04548501575942e-15	TRUE	TRUE	FALSE	529	530 _ 714	TRUE	TRUE
Borrelia burgdorferi infection	Rheumatoid arthritis	88	714	infectious and parasitic diseases	diseases of the musculoskeletal system and connective tissue	#A1CE5E	#969A52	0.211302263547785	2.89160042129352e-48	2.01035076908978e-47	TRUE	TRUE	TRUE	530	88 _ 714	TRUE	TRUE
Smoker	Rheumatoid arthritis	305	714	mental disorders	diseases of the musculoskeletal system and connective tissue	#805462	#969A52	-0.337012693814692	5.18493973203826e-18	1.73359053636088e-17	FALSE	TRUE	TRUE	531	305 _ 714	FALSE	FALSE
Chronic obstructive pulmonary disease	Rheumatoid arthritis	496	714	diseases of the respiratory system	diseases of the musculoskeletal system and connective tissue	#00619C	#969A52	0.321705663033611	4.45949094782163e-190	1.26016582912637e-188	TRUE	TRUE	TRUE	532	496 _ 714	TRUE	TRUE
Crohn's disease	Rheumatoid arthritis	555	714	diseases of the digestive system	diseases of the musculoskeletal system and connective tissue	#FBAF5F	#969A52	0.174684584120652	6.78605795728109e-60	5.50424700979466e-59	TRUE	TRUE	FALSE	533	555 _ 714	TRUE	TRUE
Colorectal cancer	Rheumatoid arthritis	153	714	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	-0.0849237643076199	0.0140983465800222	0.0199840640843033	FALSE	TRUE	FALSE	534	153 _ 714	FALSE	FALSE
Cardiomyopathy	Rheumatoid arthritis	425	714	diseases of the circulatory system	diseases of the musculoskeletal system and connective tissue	#DD3232	#969A52	0.244196675740947	0.00461645776095698	0.00691284957025353	FALSE	TRUE	FALSE	535	425 _ 714	TRUE	TRUE
Adenomatous polyps	Rheumatoid arthritis	211	714	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	-0.134427945660062	0.000128000896707272	0.000217303847898392	FALSE	TRUE	FALSE	536	211 _ 714	FALSE	FALSE
Familial dysautonomia	Rheumatoid arthritis	742	714	congenital anomalies	diseases of the musculoskeletal system and connective tissue	#AEC6CC	#969A52	0.106601733104305	0.000498717830176851	0.000815068692602465	TRUE	TRUE	FALSE	537	714 _ 742	TRUE	TRUE
Schizophrenia	Rheumatoid arthritis	295	714	mental disorders	diseases of the musculoskeletal system and connective tissue	#805462	#969A52	-0.115087039135661	0.0315997943979973	0.0428504951898539	FALSE	TRUE	TRUE	538	295 _ 714	FALSE	FALSE
Papillary thyroid cancer	Rheumatoid arthritis	193	714	neoplasms	diseases of the musculoskeletal system and connective tissue	#FFB6AD	#969A52	-0.203561076396743	1.29273269586202e-15	3.95955888662634e-15	FALSE	TRUE	TRUE	539	193 _ 714	FALSE	FALSE
Crohn's disease	Schizophrenia	555	295	diseases of the digestive system	mental disorders	#FBAF5F	#805462	0.032998993383807	0.00200635698917768	0.00314413009395286	FALSE	TRUE	FALSE	540	295 _ 555	FALSE	TRUE
Papillary thyroid cancer	Schizophrenia	193	295	neoplasms	mental disorders	#FFB6AD	#805462	0.098262889730541	2.69082286061085e-05	4.81053229774511e-05	FALSE	TRUE	FALSE	541	193 _ 295	FALSE	FALSE
Ulcer	Schizophrenia	569	295	diseases of the digestive system	mental disorders	#FBAF5F	#805462	0.0763682480228629	5.99252412235618e-08	1.3025933328e-07	TRUE	TRUE	FALSE	542	295 _ 569	TRUE	TRUE
Eosinophilic esophagitis	Schizophrenia	530	295	diseases of the digestive system	mental disorders	#FBAF5F	#805462	0.0587471019311077	1.93498115952372e-05	3.5166877505037e-05	TRUE	TRUE	FALSE	543	295 _ 530	TRUE	TRUE
Parkinson's disease	Schizophrenia	332	295	diseases of the nervous system and sense organs	mental disorders	#985396	#805462	0.375011572723139	2.80419854029846e-157	7.01850834657557e-156	TRUE	TRUE	FALSE	544	295 _ 332	TRUE	TRUE
Facioscapulohumeral muscular dystrophy	Schizophrenia	359	295	diseases of the nervous system and sense organs	mental disorders	#985396	#805462	0.140844565737724	0.0084161864922682	0.0121659725531798	FALSE	TRUE	FALSE	545	295 _ 359	TRUE	TRUE
Prostate cancer	Schizophrenia	185	295	neoplasms	mental disorders	#FFB6AD	#805462	0.14476116085792	0.00674979918256167	0.0099042279462714	FALSE	TRUE	FALSE	546	185 _ 295	FALSE	FALSE
Adenomatous polyps	Schizophrenia	211	295	neoplasms	mental disorders	#FFB6AD	#805462	0.0797526884325371	0.00703289127586547	0.0102851632014326	FALSE	TRUE	FALSE	547	211 _ 295	FALSE	FALSE
Alagille syndrome	Schizophrenia	759	295	congenital anomalies	mental disorders	#AEC6CC	#805462	0.129460476429042	0.0153706247656711	0.021752289652226	FALSE	TRUE	FALSE	548	295 _ 759	FALSE	FALSE
Multiple sclerosis	Schizophrenia	340	295	diseases of the nervous system and sense organs	mental disorders	#985396	#805462	0.20954247705068	1.05770274040971e-07	2.24890194320123e-07	FALSE	TRUE	FALSE	549	295 _ 340	FALSE	TRUE
Bipolar disorder	Schizophrenia	296	295	mental disorders	mental disorders	#805462	#805462	0.439137002831611	6.93704679699314e-18	2.31059049207832e-17	TRUE	TRUE	TRUE	550	295 _ 296	TRUE	TRUE
Colorectal cancer	Schizophrenia	153	295	neoplasms	mental disorders	#FFB6AD	#805462	0.128667312289625	1.01123472967614e-05	1.85711032116625e-05	FALSE	TRUE	FALSE	551	153 _ 295	FALSE	TRUE
Lymphocytic colitis	Sessile serrated polyps	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	-0.243887267503723	1.79211034391756e-38	1.01940822160505e-37	FALSE	TRUE	TRUE	552	211 _ 558	FALSE	FALSE
Breast cancer	Sessile serrated polyps	174	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	-0.0535392646597346	1.33530020677867e-07	2.79838033765099e-07	FALSE	TRUE	FALSE	553	174 _ 211	FALSE	FALSE
Smoker	Sessile serrated polyps	305	211	mental disorders	neoplasms	#805462	#FFB6AD	0.277247161843698	8.6431094930956e-58	6.76014635352835e-57	TRUE	TRUE	FALSE	554	211 _ 305	TRUE	TRUE
Alagille syndrome	Sessile serrated polyps	759	211	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	0.100344297276063	1.36319401047505e-07	2.85001898132732e-07	TRUE	TRUE	FALSE	555	211 _ 759	TRUE	TRUE
Post-traumatic stress disorder	Sessile serrated polyps	309	211	mental disorders	neoplasms	#805462	#FFB6AD	-0.140051179477437	1.68061188563759e-13	4.73381354282485e-13	FALSE	TRUE	FALSE	556	211 _ 309	FALSE	FALSE
Keratoconus	Sessile serrated polyps	371	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	-0.158059501143571	7.99394332795516e-17	2.56508950743177e-16	FALSE	TRUE	FALSE	557	211 _ 371	FALSE	FALSE
Crohn's disease	Sessile serrated polyps	555	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.169227745022635	6.2154271399482e-63	5.44471417459462e-62	TRUE	TRUE	FALSE	558	211 _ 555	TRUE	TRUE
Hyperplastic polyps	Sessile serrated polyps	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.836366454233836	0	0	FALSE	TRUE	TRUE	559	211 _ 211	FALSE	FALSE
Ischemia	Sessile serrated polyps	414	211	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	0.167095902186029	1.17075196266954e-18	4.00616687225984e-18	TRUE	FALSE	FALSE	560	211 _ 414	TRUE	TRUE
Prostate cancer	Sessile serrated polyps	185	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.0707919397810433	0.000205117325242799	0.000342252908405128	FALSE	FALSE	FALSE	561	185 _ 211	FALSE	TRUE
Colorectal cancer	Sessile serrated polyps	153	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.177014479297828	8.39969223121565e-25	3.34460472479314e-24	TRUE	TRUE	FALSE	562	153 _ 211	TRUE	TRUE
Schizophrenia	Sessile serrated polyps	295	211	mental disorders	neoplasms	#805462	#FFB6AD	0.0596207988916647	0.00100989713079411	0.00161142055842557	FALSE	TRUE	FALSE	563	211 _ 295	FALSE	FALSE
Muscular dystrophy	Sessile serrated polyps	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	-0.0414660586933426	0.029790733935447	0.0405858210380273	FALSE	TRUE	FALSE	564	211 _ 359	FALSE	FALSE
Adenomatous polyps	Sessile serrated polyps	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.126292571868839	1.31063452210809e-13	3.73979101422374e-13	FALSE	FALSE	FALSE	565	211 _ 211	FALSE	FALSE
Asthma	Sessile serrated polyps	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	0.215446338319702	7.94083977962505e-41	4.73209227683779e-40	TRUE	TRUE	FALSE	566	211 _ 493	TRUE	TRUE
Chronic obstructive pulmonary disease	Sessile serrated polyps	496	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	-0.0275483117728733	0.00777226402999961	0.0112910502326363	FALSE	TRUE	FALSE	567	211 _ 496	FALSE	FALSE
Facioscapulohumeral muscular dystrophy	Sessile serrated polyps	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	0.0409069286260668	0.032069927584934	0.0434207983993851	TRUE	FALSE	FALSE	568	211 _ 359	TRUE	TRUE
Parkinson's disease	Sessile serrated polyps	332	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	0.219499484837586	7.6013463560945e-71	7.39864378659865e-70	FALSE	TRUE	FALSE	569	211 _ 332	FALSE	FALSE
